        0.00000	 -0.006	  0.001	 -0.101	  1.892
        0.00000	 -0.006	  0.001	 -0.101	  1.862
        0.00001	 -0.006	  0.001	 -0.101	  1.923
        0.00001	 -0.006	  0.001	 -0.102	  1.892
        0.00001	 -0.006	  0.001	 -0.102	  1.984
        0.00002	 -0.006	  0.001	 -0.102	  2.014
        0.00002	 -0.006	  0.001	 -0.102	  2.106
        0.00002	 -0.006	  0.001	 -0.102	  2.106
        0.00003	 -0.006	  0.001	 -0.102	  2.075
        0.00003	 -0.006	  0.000	 -0.102	  2.106
        0.00003	 -0.007	  0.000	 -0.102	  2.045
        0.00004	 -0.007	  0.000	 -0.102	  1.984
        0.00004	 -0.007	  0.000	 -0.102	  1.953
        0.00004	 -0.007	  0.000	 -0.102	  1.831
        0.00005	 -0.007	  0.000	 -0.102	  1.831
        0.00005	 -0.007	  0.000	 -0.102	  1.709
        0.00005	 -0.007	  0.000	 -0.103	  1.740
        0.00006	 -0.007	  0.000	 -0.103	  1.617
        0.00006	 -0.007	  0.000	 -0.103	  1.648
        0.00006	 -0.007	 -0.000	 -0.103	  1.740
        0.00007	 -0.007	 -0.000	 -0.103	  1.770
        0.00007	 -0.008	 -0.000	 -0.103	  1.678
        0.00007	 -0.008	 -0.000	 -0.103	  1.709
        0.00008	 -0.008	 -0.000	 -0.103	  1.770
        0.00008	 -0.008	 -0.000	 -0.103	  1.892
        0.00008	 -0.008	 -0.000	 -0.103	  1.831
        0.00009	 -0.008	 -0.000	 -0.103	  1.831
        0.00009	 -0.008	 -0.000	 -0.103	  1.801
        0.00009	 -0.008	 -0.000	 -0.103	  1.801
        0.00010	 -0.008	 -0.000	 -0.103	  1.648
        0.00010	 -0.009	 -0.000	 -0.103	  1.587
        0.00010	 -0.009	 -0.000	 -0.103	  1.617
        0.00011	 -0.009	 -0.001	 -0.103	  1.740
        0.00011	 -0.009	 -0.001	 -0.104	  1.801
        0.00011	 -0.009	 -0.001	 -0.104	  1.740
        0.00012	 -0.009	 -0.001	 -0.104	  1.770
        0.00012	 -0.009	 -0.001	 -0.104	  1.801
        0.00012	 -0.009	 -0.001	 -0.104	  1.801
        0.00013	 -0.009	 -0.000	 -0.104	  1.740
        0.00013	 -0.009	 -0.000	 -0.104	  1.678
        0.00013	 -0.009	 -0.000	 -0.104	  1.770
        0.00014	 -0.009	 -0.000	 -0.104	  1.770
        0.00014	 -0.009	 -0.000	 -0.104	  1.740
        0.00014	 -0.009	 -0.000	 -0.104	  1.709
        0.00015	 -0.010	 -0.000	 -0.104	  1.678
        0.00015	 -0.010	 -0.000	 -0.104	  1.617
        0.00015	 -0.010	 -0.000	 -0.104	  1.556
        0.00016	 -0.010	 -0.000	 -0.105	  1.617
        0.00016	 -0.010	  0.000	 -0.105	  1.587
        0.00016	 -0.010	  0.000	 -0.105	  1.556
        0.00017	 -0.010	  0.000	 -0.105	  1.587
        0.00017	 -0.010	  0.000	 -0.105	  1.495
        0.00017	 -0.010	  0.000	 -0.105	  1.404
        0.00018	 -0.010	  0.000	 -0.105	  1.343
        0.00018	 -0.010	  0.000	 -0.105	  1.312
        0.00018	 -0.010	  0.000	 -0.105	  1.251
        0.00019	 -0.010	  0.000	 -0.105	  1.312
        0.00019	 -0.010	  0.001	 -0.105	  1.312
        0.00019	 -0.009	  0.001	 -0.105	  1.404
        0.00020	 -0.009	  0.001	 -0.105	  1.373
        0.00020	 -0.009	  0.001	 -0.105	  1.556
        0.00020	 -0.009	  0.001	 -0.106	  1.770
        0.00021	 -0.009	  0.001	 -0.106	  1.862
        0.00021	 -0.009	  0.001	 -0.106	  1.709
        0.00021	 -0.009	  0.001	 -0.106	  1.465
        0.00022	 -0.009	  0.001	 -0.106	  1.617
        0.00022	 -0.009	  0.001	 -0.106	  1.740
        0.00022	 -0.009	  0.001	 -0.106	  1.617
        0.00023	 -0.009	  0.001	 -0.106	  1.556
        0.00023	 -0.009	  0.001	 -0.106	  1.465
        0.00023	 -0.009	  0.002	 -0.106	  1.373
        0.00024	 -0.009	  0.002	 -0.106	  1.373
        0.00024	 -0.009	  0.002	 -0.106	  1.373
        0.00024	 -0.009	  0.002	 -0.106	  1.251
        0.00025	 -0.009	  0.002	 -0.106	  1.251
        0.00025	 -0.009	  0.002	 -0.106	  1.312
        0.00025	 -0.009	  0.002	 -0.107	  1.160
        0.00026	 -0.009	  0.002	 -0.107	  1.068
        0.00026	 -0.009	  0.002	 -0.107	  1.190
        0.00026	 -0.009	  0.002	 -0.107	  1.282
        0.00027	 -0.008	  0.002	 -0.107	  1.282
        0.00027	 -0.008	  0.002	 -0.107	  1.404
        0.00027	 -0.008	  0.002	 -0.107	  1.434
        0.00028	 -0.008	  0.002	 -0.107	  1.526
        0.00028	 -0.008	  0.002	 -0.107	  1.495
        0.00028	 -0.008	  0.002	 -0.107	  1.404
        0.00029	 -0.008	  0.002	 -0.107	  1.312
        0.00029	 -0.008	  0.002	 -0.107	  1.282
        0.00029	 -0.008	  0.002	 -0.107	  1.190
        0.00030	 -0.008	  0.002	 -0.107	  1.190
        0.00030	 -0.008	  0.002	 -0.107	  1.251
        0.00030	 -0.008	  0.002	 -0.107	  1.282
        0.00031	 -0.008	  0.002	 -0.107	  1.404
        0.00031	 -0.008	  0.002	 -0.107	  1.495
        0.00031	 -0.008	  0.002	 -0.107	  1.648
        0.00032	 -0.008	  0.002	 -0.107	  1.587
        0.00032	 -0.008	  0.002	 -0.107	  1.221
        0.00032	 -0.008	  0.002	 -0.107	  1.129
        0.00033	 -0.008	  0.002	 -0.108	  1.160
        0.00033	 -0.008	  0.002	 -0.108	  1.312
        0.00033	 -0.008	  0.002	 -0.108	  1.373
        0.00034	 -0.008	  0.002	 -0.108	  1.282
        0.00034	 -0.008	  0.003	 -0.108	  1.343
        0.00034	 -0.008	  0.003	 -0.108	  1.343
        0.00035	 -0.008	  0.003	 -0.108	  1.312
        0.00035	 -0.008	  0.003	 -0.108	  1.099
        0.00035	 -0.008	  0.003	 -0.108	  1.038
        0.00036	 -0.008	  0.003	 -0.108	  1.160
        0.00036	 -0.008	  0.003	 -0.108	  1.190
        0.00036	 -0.008	  0.003	 -0.108	  1.373
        0.00037	 -0.008	  0.003	 -0.108	  1.373
        0.00037	 -0.008	  0.003	 -0.108	  1.312
        0.00037	 -0.008	  0.003	 -0.108	  1.221
        0.00038	 -0.008	  0.003	 -0.108	  1.404
        0.00038	 -0.008	  0.003	 -0.108	  1.434
        0.00038	 -0.008	  0.002	 -0.109	  1.373
        0.00039	 -0.008	  0.002	 -0.109	  1.221
        0.00039	 -0.008	  0.002	 -0.109	  1.190
        0.00039	 -0.008	  0.002	 -0.109	  1.221
        0.00040	 -0.008	  0.002	 -0.109	  1.190
        0.00040	 -0.008	  0.002	 -0.109	  1.221
        0.00040	 -0.008	  0.002	 -0.109	  1.251
        0.00041	 -0.008	  0.002	 -0.109	  1.282
        0.00041	 -0.008	  0.002	 -0.109	  1.221
        0.00041	 -0.008	  0.002	 -0.109	  1.282
        0.00042	 -0.008	  0.002	 -0.109	  1.343
        0.00042	 -0.008	  0.002	 -0.109	  1.556
        0.00042	 -0.008	  0.002	 -0.109	  1.495
        0.00043	 -0.008	  0.002	 -0.109	  1.465
        0.00043	 -0.008	  0.002	 -0.109	  1.312
        0.00043	 -0.008	  0.002	 -0.109	  1.312
        0.00044	 -0.008	  0.002	 -0.109	  1.526
        0.00044	 -0.008	  0.002	 -0.109	  1.587
        0.00044	 -0.008	  0.002	 -0.109	  1.556
        0.00045	 -0.008	  0.002	 -0.109	  1.495
        0.00045	 -0.008	  0.002	 -0.110	  1.465
